-5.551115123125782702e-17,-1.110223024625156540e-16,0.000000000000000000e+00
-3.792617248965512999e-05,9.396837237263255815e-05,-7.577099748235891928e-05
-1.510303641931720620e-04,1.853987013377134119e-04,-1.129441539053170878e-04
-3.383053214642828266e-04,2.742951199713461463e-04,-1.120413405772312053e-04
-5.987492163962437886e-04,3.606643577747092877e-04,-7.360670123647749467e-05
-9.313653662167409308e-04,4.445155993002547490e-04,1.794395453691116043e-06
-1.335161948120999753e-03,5.258603382769511114e-04,1.135763897298944865e-04
-1.809151710394585333e-03,6.047122279412286971e-04,2.611345507911845771e-04
-2.352351680642905674e-03,6.810869282637410649e-04,4.438459830099377758e-04
-2.963782871900688676e-03,7.550019507236438443e-04,6.610706182067350827e-04
-3.642469987359897576e-03,8.264765012641062114e-04,9.121521938996709003e-04
-4.387441124420909944e-03,8.955313220471161628e-04,1.196419217444731923e-03
-5.197727478736979823e-03,9.621885325851176063e-04,1.513185915979146923e-03
-6.072363048892193138e-03,1.026471470815581988e-03,1.861753172089455812e-03
-7.010384342325981510e-03,1.088404534655973421e-03,2.241409445121880523e-03
-8.010830083086173392e-03,1.148013024554139783e-03,2.651431678061366704e-03
-9.072740921969857375e-03,1.205322987517298827e-03,3.091086189907265528e-03
-1.019515914958429859e-02,1.260361063090797984e-03,3.559629553479323489e-03
-1.137712841284094223e-02,1.313154331725630009e-03,4.056309458590155563e-03
-1.261769343536495169e-02,1.363730165946708262e-03,4.580365560530621355e-03
-1.391589974229318072e-02,1.412116084724468479e-03,5.131030313813603541e-03
-1.527079338990211532e-02,1.458339611408177028e-03,5.707529791132672642e-03
-1.668142070049571934e-02,1.502428135576994173e-03,6.309084487494329152e-03
-1.814682800295963627e-02,1.544408779122763420e-03,6.934910109491160789e-03
-1.966606137937315646e-02,1.584308266868172943e-03,7.584218349686424991e-03
-2.123816641805081895e-02,1.622152801999732219e-03,8.256217646087981449e-03
-2.286218797337002950e-02,1.657967946563032591e-03,8.950113926695570099e-03
-2.453716993272292424e-02,1.691778507257324371e-03,9.665111339108878666e-03
-2.626215499091605343e-02,1.723608426737799348e-03,1.040041296519268396e-02
-2.803618443232369639e-02,1.753480680614205589e-03,1.115522152079638854e-02
-2.985829792108612990e-02,1.781417180310884696e-03,1.192874004053494537e-02
-3.172753329962857416e-02,1.807438681938777769e-03,1.272017254763793161e-02
-3.364292639575772181e-02,1.831564701297416775e-03,1.352872470888329993e-02
-3.560351083858348531e-02,1.853813435120255093e-03,1.435360447463078330e-02
-3.760831788349028315e-02,1.874201688638277297e-03,1.519402270397961913e-02
-3.965637624637285974e-02,1.892744809538715600e-03,1.604919377507411579e-02
-4.174671194733148294e-02,1.909456628356620556e-03,1.691833618058498356e-02
-4.387834816400815185e-02,1.924349405324266016e-03,1.780067310840006273e-02
-4.605030509472796130e-02,1.937433783705033719e-03,1.869543300755566184e-02
-4.826159983159239442e-02,1.948718749573585818e-03,1.960185013944500121e-02
-5.051124624365788129e-02,1.958211598044767854e-03,2.051916511434167742e-02
-5.279825487031264419e-02,1.965917905893732609e-03,2.144662541327622268e-02
-5.512163282494958461e-02,1.971841510502669870e-03,2.238348589530623697e-02
-5.748038370901620286e-02,1.975984495072413694e-03,2.332900929021851019e-02
-5.987350753650177992e-02,1.978347179996009508e-03,2.428246667670698813e-02
-6.230000066890972743e-02,1.978928120293432791e-03,2.524313794606437497e-02
-6.475885576073731054e-02,1.977724108982892304e-03,2.621031225142821455e-02
-6.724906171547556655e-02,1.974730186257933617e-03,2.718328844262311514e-02
-6.976960365211298809e-02,1.969939654320018718e-03,2.816137548663441570e-02
-7.231946288211921203e-02,1.963344097704045055e-03,2.914389287375427143e-02
-7.489761689685553447e-02,1.954933408928938299e-03,3.013017100943372883e-02
-7.750303936534630456e-02,1.944695819282249438e-03,3.111955159187692471e-02
-8.013470014232326744e-02,1.932617934550018290e-03,3.211138797540868256e-02
-8.279156528643633051e-02,1.918684775481072080e-03,3.310504551964786601e-02
-8.547259708850346582e-02,1.902879822774150576e-03,3.409990192451294033e-02
-8.817675410965275518e-02,1.885185066361039219e-03,3.509534755108732751e-02
-9.090299122919270891e-02,1.865581058755227950e-03,3.609078572836766502e-02
-9.365025970202178751e-02,1.844046972228730041e-03,3.708563304591538240e-02
-9.641750722537528739e-02,1.820560659564596229e-03,3.807931963243174622e-02
-9.920367801468163438e-02,1.795098718139098715e-03,3.907128942027017493e-02
-1.020077128882852235e-01,1.767636557070018100e-03,4.006100039590086703e-02
