1.465929223364973576e-05,3.849179378307575320e-06,6.273953274431043711e-09
9.487431829328449041e-06,9.831630096919667986e-05,-7.614546094435750917e-05
-5.394678359356715040e-05,1.890485262248016993e-04,-1.135099011345078613e-04
-1.733823591762892707e-04,2.765719096776188008e-04,-1.126094659104540080e-04
-3.474465392248637149e-04,3.611843746731459867e-04,-7.398928540477334094e-05
-5.751597137931191211e-04,4.430550857322781890e-04,1.784651065037557317e-06
-8.556907150484701838e-04,5.222867502218736177e-04,1.141265416579379557e-04
-1.188257425356544113e-03,5.989471598980499432e-04,2.624317412384775342e-04
-1.572087514356280014e-03,6.730854028343003382e-04,4.460777214623773803e-04
-2.006403868600942393e-03,7.447405174522049197e-04,6.644250353693425008e-04
-2.490420133690132883e-03,8.139462829245649230e-04,9.168182845541265891e-04
-3.023340330058622155e-03,8.807339345714846257e-04,1.202587083784741268e-03
-3.604360001470442287e-03,9.451337142283048817e-04,1.521047018293796146e-03
-4.232667812593597298e-03,1.007175745141236384e-03,1.871500590225133858e-03
-4.907447137065278076e-03,1.066890507224485746e-03,2.253238151862953925e-03
-5.627877454364976079e-03,1.124309073081484860e-03,2.665538824174806809e-03
-6.393135499324414592e-03,1.179463199813104166e-03,3.107671399816877740e-03
-7.202396164689142330e-03,1.232385333513454171e-03,3.578895230152763941e-03
-8.054833181084150237e-03,1.283108560756407272e-03,4.078461096081682780e-03
-8.949619606858701115e-03,1.331666527905581024e-03,4.605612062621857600e-03
-9.885928160869862993e-03,1.378093341047766356e-03,5.159584317268749512e-03
-1.086293142844027386e-02,1.422423454513050810e-03,5.739607992194426314e-03
-1.187980196666735787e-02,1.464691553074077158e-03,6.344907970369454385e-03
-1.293571233100308630e-02,1.504932431149277579e-03,6.974704675697615888e-03
-1.402983504108405895e-02,1.543180871277142346e-03,7.628214847250528764e-03
-1.516134250035536951e-02,1.579471523459912178e-03,8.304652297687427701e-03
-1.632940688114821459e-02,1.613838786538471107e-03,9.003228655940980624e-03
-1.753319998450207987e-02,1.646316692489772221e-03,9.723154094243208201e-03
-1.877189308211035454e-02,1.676938794337479036e-03,1.046363803956470301e-02
-2.004465674623654575e-02,1.705738058229140739e-03,1.122388986953241734e-02
-2.135066067223320360e-02,1.732746760127027146e-03,1.200311959289309185e-02
-2.268907349733488912e-02,1.757996387485151989e-03,1.280053851458195710e-02
-2.405906261863477447e-02,1.781517546207599589e-03,1.361535988545992983e-02
-2.545979401256416239e-02,1.803339873144588039e-03,1.444679953677538084e-02
-2.689043205771589687e-02,1.823491954317735730e-03,1.529407649941149326e-02
-2.835013936248894847e-02,1.842001249047000916e-03,1.615641360797473794e-02
-2.983807659873392512e-02,1.858894020096071766e-03,1.703303808978076303e-02
-3.135340234235078904e-02,1.874195269926740622e-03,1.792318213879635566e-02
-3.289527292160408789e-02,1.887928683143834125e-03,1.882608347459090864e-02
-3.446284227377247739e-02,1.900116575138276502e-03,1.974098588635353480e-02
-3.605526181063386376e-02,1.910779846969611236e-03,2.066713976203121694e-02
-3.767168029318741090e-02,1.919937946463135979e-03,2.160380260264154265e-02
-3.931124371593648636e-02,1.927608835484856788e-03,2.255023952181429633e-02
-4.097309520099100266e-02,1.933808963356348654e-03,2.350572373061259393e-02
-4.265637490218964628e-02,1.938553246326900044e-03,2.446953700768835990e-02
-4.436021991940028442e-02,1.941855053019637869e-03,2.544097015481965041e-02
-4.608376422310792031e-02,1.943726195742219096e-03,2.641932343787945295e-02
-4.782613858937265205e-02,1.944176927544361781e-03,2.740390701328538833e-02
-4.958647054519648573e-02,1.943215944883344834e-03,2.839404133997263172e-02
-5.136388432431941015e-02,1.940850395744896095e-03,2.938905757693736215e-02
-5.315750083342697663e-02,1.937085893060343407e-03,3.038829796638994191e-02
-5.496643762873263533e-02,1.931926533236711773e-03,3.139111620255915364e-02
-5.678980890286985939e-02,1.925374919617808649e-03,3.239687778618336594e-02
-5.862672548200695971e-02,1.917432190671607790e-03,3.340496036472531682e-02
-6.047629483307302711e-02,1.908098052697663072e-03,3.441475405834076851e-02
